category,raw_category,product_name,price
cafe_drinks,boba,black chocolate oreo boba,13500
cafe_drinks,boba,blend susu manis dan selai srikaya,27500
cafe_drinks,boba,blewah squash,17000
cafe_drinks,boba,blue squash minuman bersoda unik,24500
cafe_drinks,boba,boba + jelly,15000
cafe_drinks,boba,boba + milk + brown sugar,15000
cafe_drinks,boba,boba + oreo,15000
cafe_drinks,boba,boba aren,4000
cafe_drinks,boba,boba aren boba,3000
cafe_drinks,boba,boba avocado milk boba avocado sugar milk,20000
cafe_drinks,boba,boba avocado sugar milk,20000
cafe_drinks,boba,boba beng beng milk signature,24000
cafe_drinks,boba,boba berry latte,25000
cafe_drinks,boba,boba brown sugar,5000
cafe_drinks,boba,boba brown sugar,23750
cafe_drinks,boba,boba brown sugar milk,18000
cafe_drinks,boba,boba brown sugar milk gula arennya premium dipadukan,20000
cafe_drinks,boba,boba brown sugar milk signature,24000
cafe_drinks,boba,boba bubble,3000
cafe_drinks,boba,boba bubble gum milk signature,24000
cafe_drinks,boba,boba capucino milk signature,24000
cafe_drinks,boba,boba caramel milk signature,24000
cafe_drinks,boba,boba chocochino,25000
cafe_drinks,boba,boba coffee milk kopi susu,14000
cafe_drinks,boba,boba dalgona kopi kopi susu gula aren noncoffe dll,13000
cafe_drinks,boba,boba dan cream cheese,16000
cafe_drinks,boba,boba dan oreo,16000
cafe_drinks,boba,boba dark choco sugar milk rasanya coklat bangett,20000
cafe_drinks,boba,boba green tea milk signature,24000
cafe_drinks,boba,boba greentea sugar milk,20000
cafe_drinks,boba,boba ice,12000
cafe_drinks,boba,boba jelly,16500
cafe_drinks,boba,boba kenyal,3700
cafe_drinks,boba,boba lyche + yakult + original cream,15000
cafe_drinks,boba,boba lyche + yakult +cheese cream,17000
cafe_drinks,boba,boba macha milk boba greentea sugar milk,20000
cafe_drinks,boba,boba manggo + yakult + cheese cream,17000
cafe_drinks,boba,boba manggo + yakult + original cream,15000
cafe_drinks,boba,boba manggo milk bobba manggo sugar milk,20000
cafe_drinks,boba,boba mango,8000
cafe_drinks,boba,boba matcha latte,25000
cafe_drinks,boba,boba melon,8000
cafe_drinks,boba,boba milk boba + milk + brown sugar,15000
cafe_drinks,boba,boba milk brown sugar,25000
cafe_drinks,boba,boba milk tea,8000
cafe_drinks,boba,boba milk tea signature,24000
cafe_drinks,boba,boba milo,8000
cafe_drinks,boba,boba milo milk signature,24000
cafe_drinks,boba,boba mocca milk signature,24000
cafe_drinks,boba,boba oreo,8000
cafe_drinks,boba,boba oreo milk signature,24000
cafe_drinks,boba,boba pearl,4000
cafe_drinks,boba,boba pearl + coklat + cream cheese machiato,16000
cafe_drinks,boba,boba pearl + coklat + original cream machiato,15000
cafe_drinks,boba,boba pearl + ovaltine + cheese cream,17000
cafe_drinks,boba,boba pearl + ovaltine + original cream,15000
cafe_drinks,boba,boba pearl + taro powder + cheese cream machiato,16000
cafe_drinks,boba,boba pearl + taro powder + original cream machiato,15000
cafe_drinks,boba,boba redvalvet milk signature,24000
cafe_drinks,boba,boba redvelved milk boba redvelved sugar milk,20000
cafe_drinks,boba,boba redvelved sugar milk,20000
cafe_drinks,boba,boba silverquin milk signature,24000
cafe_drinks,boba,boba spesial,5000
cafe_drinks,boba,boba starawberry + yakult + cheese cream,17000
cafe_drinks,boba,boba stawberry sugar milk,20000
cafe_drinks,boba,boba strawberry + yakult + original cream,15000
cafe_drinks,boba,boba strawberry milk boba stawberry sugar milk,20000
cafe_drinks,boba,boba susu gula aren,22500
cafe_drinks,boba,boba taro,8000
cafe_drinks,boba,boba taro milk boba taro sugar milk,20000
cafe_drinks,boba,boba taro milk signature,24000
cafe_drinks,boba,boba taro sugar milk,20000
cafe_drinks,boba,boba vanilla late milk boba vanilla sugar milk,20000
cafe_drinks,boba,boba vanilla sugar milk,20000
cafe_drinks,boba,boba vanilla white,20000
cafe_drinks,boba,boba yang pecah dimulut,4000
cafe_drinks,boba,bobapot klepon rasa lokal,35000
cafe_drinks,boba,bobapot oreo,39000
cafe_drinks,boba,bobapot oreo hokkaido boba brown milk ori,35000
cafe_drinks,boba,bobapot original,36000
cafe_drinks,boba,bobapot original kita,35000
cafe_drinks,boba,bobapot regal,39000
cafe_drinks,boba,bobapot regal bobapot original kita,35000
cafe_drinks,boba,bobayaga brown sugar mini boba dan cream cheese,16000
cafe_drinks,boba,bobayaga cocoa mini boba dan cream cheese,16000
cafe_drinks,boba,bobayaga coffee boba and cheese,16000
cafe_drinks,boba,bobayaga matcha mini boba dan cream cheese,16000
cafe_drinks,boba,bobayaga oreo mini boba dan oreo,16000
cafe_drinks,boba,bobayaga red velvet mini boba dan cream cheese,16000
cafe_drinks,boba,bobayaga taro mini boba dan cream cheese,16000
cafe_drinks,boba,bobba manggo sugar milk,20000
cafe_drinks,boba,brown boba fresh milk dan boba brown sugar,15000
cafe_drinks,boba,brown sugar boba,15000
cafe_drinks,boba,brown sugar boba boba + jelly,15000
cafe_drinks,boba,brown sugar boba boba kenyal,3700
cafe_drinks,boba,brown sugar boba brown sugar boba+ jelly,15000
cafe_drinks,boba,brown sugar boba susu segar + gula aren + boba kenyal,31000
cafe_drinks,boba,brown sugar boba+ jelly,15000
cafe_drinks,boba,brown sugar boba+ jelly brown sugar boba+ jelly,15000
cafe_drinks,boba,brown sugar matchiato coffee boba,20000
cafe_drinks,boba,brown sugar spesial taste boba,13500
cafe_drinks,boba,buah strawberry jeruk nipis soda dan sirup khas semox juice,15000
cafe_drinks,boba,bubble tea banana,17000
cafe_drinks,boba,bubble tea caramel,17000
cafe_drinks,boba,cadbury boba,15000
cafe_drinks,boba,cadbury chocolate boba,13500
cafe_drinks,boba,cadbury choklat boba choklat boba+jelly,15000
cafe_drinks,boba,cappucino + boba+ jelly,15000
cafe_drinks,boba,cappucino + milk + boba,10000
cafe_drinks,boba,cappucino boba milk cappucino + milk + boba,10000
cafe_drinks,boba,cappucino latte boba cappucino + boba+ jelly,15000
cafe_drinks,boba,cappucino susu,18000
cafe_drinks,boba,capucinno with boba expresso + boba pearl + susu,15000
cafe_drinks,boba,capucino boba es capucino,14000
cafe_drinks,boba,capucino late boba,15000
cafe_drinks,boba,capucino latte boba+ jelly,15000
cafe_drinks,boba,capuppucino late boba capucino latte boba+ jelly,15000
cafe_drinks,boba,caramel banana bread boba,39000
cafe_drinks,boba,cha bang ang avocado,16000
cafe_drinks,boba,chess oreo boba empuk dan manis rasa yg asik pasti enak,15000
cafe_drinks,boba,choco coffee boba,25000
cafe_drinks,boba,choco hazelnut mix boba aren+cheseeukuran large,16000
cafe_drinks,boba,choco klasik gona vanilla boba,15000
cafe_drinks,boba,choco ovaltine boba aren perpaduan ovaltine,14000
cafe_drinks,boba,chococino nescafe boba,13500
cafe_drinks,boba,chocohazelnut boba aren ukuran large,13000
cafe_drinks,boba,chocolate authentic boba fresh milk chocolate,13000
cafe_drinks,boba,chocolate boba,18000
cafe_drinks,boba,chocolate boba machiatto cheese,22000
cafe_drinks,boba,chocolate boba machiatto ori,20000
cafe_drinks,boba,chocolate boba minuman boba,20000
cafe_drinks,boba,chocolate bobazilla,42000
cafe_drinks,boba,chocolate cottage boba,13500
cafe_drinks,boba,chocolate spesial gulan aren boba,13500
cafe_drinks,boba,choklat + boba + jelly,15000
cafe_drinks,boba,choklat + boba+ jelly,15000
cafe_drinks,boba,choklat boba + jelly,15000
cafe_drinks,boba,choklat boba + jelly + slasi,15000
cafe_drinks,boba,choklat boba+ jellly+ slasi,15000
cafe_drinks,boba,choklat boba+ jelly,15000
cafe_drinks,boba,choklat boba+ jelly + slasi,15000
cafe_drinks,boba,choklat boba+ jelly+ slasi,15000
cafe_drinks,boba,choklat boba+jelly,15000
cafe_drinks,boba,choklat cadbury boba choklat boba+ jelly+ slasi,15000
cafe_drinks,boba,choklat delfi boba choklat boba+ jelly + slasi,15000
cafe_drinks,boba,choklat gula aren boba choklat boba + jelly,15000
cafe_drinks,boba,choklat gula aren boba choklat boba+ jellly+ slasi,15000
cafe_drinks,boba,choklat kitkat boba choklat boba+ jelly,15000
cafe_drinks,boba,choklat lava+ boba + jelly,15000
cafe_drinks,boba,choklat nutella boba choklat boba+ jelly + slasi,15000
cafe_drinks,boba,choklat silveequin boba choklat silverquin boba+ jelly+ slasi,15000
cafe_drinks,boba,choklat silverquin boba+ jelly+ slasi,15000
cafe_drinks,boba,choklat spesial jelly potter boba choklat + boba+ jelly,15000
cafe_drinks,boba,choklat spesial lava boba choklat lava+ boba + jelly,15000
cafe_drinks,boba,choklat tobleron boba cholat boba + jelly+ slasi,15000
cafe_drinks,boba,cholat boba + jelly+ slasi,15000
cafe_drinks,boba,cholat boba+ jelly,15000
cafe_drinks,boba,cocoa lava rum regal susu fresh milk,30000
cafe_drinks,boba,cocopandan squash,24500
cafe_drinks,boba,coffe veatnam boba coffe veatnam boba+ jelly,15000
cafe_drinks,boba,coffe veatnam boba+ jelly,15000
cafe_drinks,boba,coffee + boba,20700
cafe_drinks,boba,coffee + fresh milk + boba,20700
cafe_drinks,boba,coffee and honey infused boba homemade bubbles soaked in honey,5000
cafe_drinks,boba,coffee boba creamy latte,16500
cafe_drinks,boba,coffee brown sugar botol 270 ml,20000
cafe_drinks,boba,coffee in brown sugar,18000
cafe_drinks,boba,coffee vietnam boba,15000
cafe_drinks,boba,coklat boba,13500
cafe_drinks,boba,coklat boba aren ukuran large,13000
cafe_drinks,boba,coklat gula aren boba,15000
cafe_drinks,boba,coklat mix boba aren + cheeseukuran large,16000
cafe_drinks,boba,coklat spesial boba,13500
cafe_drinks,boba,coklat spesial jelly potter boba,15000
cafe_drinks,boba,cookies & cream boba,13500
cafe_drinks,boba,cookies + boba pearl + cheese cream machiato,16000
cafe_drinks,boba,cookies boba+ oreo,15000
cafe_drinks,boba,cookies cream boba,15000
cafe_drinks,boba,cookies cream boba boba + oreo,15000
cafe_drinks,boba,cookies creem boba cookies boba+ oreo,15000
cafe_drinks,boba,cookies oreo + boba pearl + cream original machiato,15000
cafe_drinks,boba,cotton candy + boba + milk,10000
cafe_drinks,boba,cream coffe coffee robusta salted cream brown sugar boba,15000
cafe_drinks,boba,creamy caramel paduan susu dan caramel,24500
cafe_drinks,boba,creamy oreo cheese smoothies oreo + freshmilk + cream cheese,15000
cafe_drinks,boba,dalgona,5000
cafe_drinks,boba,dalgona avocado,16500
cafe_drinks,boba,dalgona avocado boba l,20000
cafe_drinks,boba,dalgona banana boba l,20000
cafe_drinks,boba,dalgona coffe,14000
cafe_drinks,boba,dalgona coffe boba aren large,20000
cafe_drinks,boba,dalgona coffee + brown sugar boba + milk,18000
cafe_drinks,boba,dalgona coffee boba milk dalgona coffee + brown sugar boba + milk,18000
cafe_drinks,boba,dalgona ovaltine boba large,20000
cafe_drinks,boba,dalgona redvelvet boba aren large,20000
cafe_drinks,boba,dalgona tiramissu,16500
cafe_drinks,boba,darkness boba,17500
cafe_drinks,boba,delfi almond boba,15000
cafe_drinks,boba,delfi almond spesial boba,13500
cafe_drinks,boba,delfi choklat boba cholat boba+ jelly,15000
cafe_drinks,boba,di buat dari buah mangga asli,15000
cafe_drinks,boba,duo boba 1 brown sugar boba greentea + 1 brown sugar boba thaitea,33000
cafe_drinks,boba,earl grey tea,39000
cafe_drinks,boba,es cokelat boba,27500
cafe_drinks,boba,es cokelat susu,25000
cafe_drinks,boba,es cokelat susu salted caramel,31500
cafe_drinks,boba,es coklat boba,31500
cafe_drinks,boba,es kopi boba,23000
cafe_drinks,boba,es kopi boba,24000
cafe_drinks,boba,es kopi boba,27500
cafe_drinks,boba,es kopi boba,31500
cafe_drinks,boba,es kopi boba + cheese large,20000
cafe_drinks,boba,es kopi boba gula aren,23000
cafe_drinks,boba,es kopi boba klepon,45375
cafe_drinks,boba,es kopi boba minuman boba,20000
cafe_drinks,boba,es kopi bubblegum,20000
cafe_drinks,boba,es lemon cui,22500
cafe_drinks,boba,es lemon cui,24000
cafe_drinks,boba,es lemon tea,15000
cafe_drinks,boba,es nutrisari mangga,7000
cafe_drinks,boba,es susu regal,35000
cafe_drinks,boba,es susu strawberry,21500
cafe_drinks,boba,es susu strawberry dgn buah strawberry asli,16000
cafe_drinks,boba,es teh lemon teh murni + lemon ukuran jumbo 22 oz,9000
cafe_drinks,boba,es teh manis black tea,5000
cafe_drinks,boba,es thai tea boba,27500
cafe_drinks,boba,es thai tea boba,31500
cafe_drinks,boba,es yakult strawberry dgn buah strawberry asli,16000
cafe_drinks,boba,esktrak buah talas + susu gurih,24500
cafe_drinks,boba,espresso arabica gayo brown sugar mineral water,20000
cafe_drinks,boba,espresso arabica gayo mineral water brown sugar,20000
cafe_drinks,boba,espresso milk honey coffee boba.,23000
cafe_drinks,boba,espresso nescafe boba,13500
cafe_drinks,boba,expreso + brown sugar + susu,15000
cafe_drinks,boba,expreso + susu + pandan sirup,15000
cafe_drinks,boba,expresso + boba pearl + susu,15000
cafe_drinks,boba,frappe vanilla,22000
cafe_drinks,boba,fresh milk dan boba brown sugar,15000
cafe_drinks,boba,fresh milk sweet brown sugar machiato coffee,16000
cafe_drinks,boba,freshmilk boba aren cheese freshmilk yang dituangkan,16000
cafe_drinks,boba,freshmilk boba cheese large,19000
cafe_drinks,boba,freshmilk cotton candy + boba cheese l rasa permen karet,21000
cafe_drinks,boba,freshmilk ovaltine boba cheese freshmilk ovaltine coklat dipadukan,19000
cafe_drinks,boba,freshmilk ovaltine boba cheese l,21000
cafe_drinks,boba,freshmilk red velvet boba cheese freshmilk redvelvet,19000
cafe_drinks,boba,freshmilk redvelvet boba cheese large,21000
cafe_drinks,boba,freshmilk yang di tuangkan pada boba aren,19000
cafe_drinks,boba,grape blueocean boba,13500
cafe_drinks,boba,grape boba fresh,15000
cafe_drinks,boba,grape spesial mix yakult,16000
cafe_drinks,boba,grape squash,12500
cafe_drinks,boba,grape squash,13500
cafe_drinks,boba,grape squash,17000
cafe_drinks,boba,grape squash boba,13500
cafe_drinks,boba,grape yakult ice rasa anggur,17001
cafe_drinks,boba,grape yakult regular manisnya yakult,15000
cafe_drinks,boba,green lemon tea large,15000
cafe_drinks,boba,green lemon tea small,12000
cafe_drinks,boba,green tea boba,20000
cafe_drinks,boba,greentea boba aren greentea + brown sugar boba + freshmilkukuran large,13000
cafe_drinks,boba,greentea boba aren greentea yang di padukan,14000
cafe_drinks,boba,gula aren coffee boba,25000
cafe_drinks,boba,gulali boba milk cotton candy + boba + milk,10000
cafe_drinks,boba,hanya es dan susu saja. sangat menyegarkan,11000
cafe_drinks,boba,hanzalnut boba choklat boba+ jelly,15000
cafe_drinks,boba,hazelnut boba,15000
cafe_drinks,boba,hazelnut gona boba,15000
cafe_drinks,boba,hazelnute coffee boba,25000
cafe_drinks,boba,hazlenut boba choklat boba+ jelly + slasi,15000
cafe_drinks,boba,hazlenut chocolate boba,13500
cafe_drinks,boba,hokkaido boba brown milk ori,35000
cafe_drinks,boba,hokkaido boba brown milk original taste.,31000
cafe_drinks,boba,hokkaido boba matcha size large,25500
cafe_drinks,boba,hot / ice sweet tea teh manis,10000
cafe_drinks,boba,hot / ice tea teh tawar,9000
cafe_drinks,boba,hot jahe lemon jahe lemon dan serai,18000
cafe_drinks,boba,hot lemon tea,15000
cafe_drinks,boba,hot lemon tea,19000
cafe_drinks,boba,hot tea,10000
cafe_drinks,boba,ice ali kopi + boba kenyal,31000
cafe_drinks,boba,ice boba chocolate,22000
cafe_drinks,boba,ice boba milk,19000
cafe_drinks,boba,ice cream vanilla with boba,18500
cafe_drinks,boba,ice dalgona,13000
cafe_drinks,boba,ice kiwi yakult,14000
cafe_drinks,boba,ice kopi boba,15000
cafe_drinks,boba,ice lemon tea,19000
cafe_drinks,boba,ice lemon tea ice lemon tea,10000
cafe_drinks,boba,ice lemon tea pure lemon,22000
cafe_drinks,boba,ice lemon tea untuk driver,10000
cafe_drinks,boba,ice lime juice,17000
cafe_drinks,boba,ice lychee tea pure lychee tea,23000
cafe_drinks,boba,ice lychee yakult,14000
cafe_drinks,boba,ice mango yakult,14000
cafe_drinks,boba,ice matcha boba,15000
cafe_drinks,boba,ice sakura peach yakult,14000
cafe_drinks,boba,ice sorbet perpaduan rasa anggur dan yakult,15000
cafe_drinks,boba,ice sorbet perpaduan rasa blewah dan yakult,15000
cafe_drinks,boba,ice sorbet perpaduan rasa jeruk dan yakult,15000
cafe_drinks,boba,ice sorbet perpaduan rasa leci dan yakult,15000
cafe_drinks,boba,ice sorbet perpaduan rasa lime dan yakult,15000
cafe_drinks,boba,ice sorbet perpaduan rasa mangga dan yakult,15000
cafe_drinks,boba,ice sorbet perpaduan rasa sirsak dan yakult,15000
cafe_drinks,boba,ice sorbet perpaduan rasa strawberry dan yakult,15000
cafe_drinks,boba,ice stroberi yakult,14000
cafe_drinks,boba,ice tea,21000
cafe_drinks,boba,ice tea tarik,17000
cafe_drinks,boba,iced frappe boba coffee + boba,20700
cafe_drinks,boba,iced frappe milk boba coffee + fresh milk + boba,20700
cafe_drinks,boba,iced happy soda sirup cocopandan susu dan soda,24500
cafe_drinks,boba,iced lemon tea masa ga tau,20000
cafe_drinks,boba,iced pandan tea,20000
cafe_drinks,boba,irish bobacoff,39000
cafe_drinks,boba,irish bobacoff perpaduan lotus biscoff dan secret milk formula,38000
cafe_drinks,boba,jagungmanis susu keju large,15000
cafe_drinks,boba,jagungmanis susu keju small,12000
cafe_drinks,boba,jahe lemon dan serai,18000
cafe_drinks,boba,jahe madu lemon untuk imumitas kamu,31000
cafe_drinks,boba,jamule jahe madu lemon,31000
cafe_drinks,boba,jasmine milk tea boba,16000
cafe_drinks,boba,jasmine tea,39000
cafe_drinks,boba,juice blimbing large,16000
cafe_drinks,boba,juice blimbing small,12000
cafe_drinks,boba,juice jeruk small,10000
cafe_drinks,boba,juice lemon large,20000
cafe_drinks,boba,juice lemon small,15000
cafe_drinks,boba,juice melon small,12000
cafe_drinks,boba,juice nanas small,12000
cafe_drinks,boba,juice nangka,12000
cafe_drinks,boba,juice nangka large,16000
cafe_drinks,boba,juice sirsat small,12000
cafe_drinks,boba,juice tomat small,8000
cafe_drinks,boba,jus alpukat,21250
cafe_drinks,boba,jus alpukat fresh,31000
cafe_drinks,boba,jus buah naga,21250
cafe_drinks,boba,jus jeruk,20000
cafe_drinks,boba,jus jeruk fresh,31000
cafe_drinks,boba,jus mangga,21250
cafe_drinks,boba,jus mangga fresh,31000
cafe_drinks,boba,jus melon,21250
cafe_drinks,boba,jus sayur,31000
cafe_drinks,boba,jus semangka fresh,31000
cafe_drinks,boba,jus sirsak,21250
cafe_drinks,boba,jus strawberry,21250
cafe_drinks,boba,jus strawberry fresh,31000
cafe_drinks,boba,jus stroberi segar dilengkapi,28000
cafe_drinks,boba,kapiten+susu,18000
cafe_drinks,boba,kaya blend blend susu manis dan selai srikaya,27500
cafe_drinks,boba,keju susu,55333
cafe_drinks,boba,kesegaran lemon,15850
cafe_drinks,boba,kesegaran yakult yang hqq,16000
cafe_drinks,boba,kesegeran yakult yang hqq,12000
cafe_drinks,boba,kitkat boba,15000
cafe_drinks,boba,kitkat chocolate boba,13500
cafe_drinks,boba,klepon boba,39000
cafe_drinks,boba,klepon boba gula aren,23750
cafe_drinks,boba,klepon coffee boba,38000
cafe_drinks,boba,klepon coffee boba iced latte,35000
cafe_drinks,boba,komandan expreso + susu + pandan sirup,15000
cafe_drinks,boba,kopi boba,6000
cafe_drinks,boba,kopi boba,13500
cafe_drinks,boba,kopi boba,20000
cafe_drinks,boba,kopi boba,22000
cafe_drinks,boba,kopi boba gula aren 1 liter,45000
cafe_drinks,boba,kopi boba gula aren kopi,15500
cafe_drinks,boba,kopi boba kopi susu + boba,24000
cafe_drinks,boba,kopi boba okinawa kopi susu,27000
cafe_drinks,boba,kopi boba susu gula areb,25000
cafe_drinks,boba,kopi boba terbit aren with boba,15000
cafe_drinks,boba,kopi malaka + boba+ jelly,15000
cafe_drinks,boba,kopi malaka boba,15000
cafe_drinks,boba,kopi malaka boba kopi malaka + boba+ jelly,15000
cafe_drinks,boba,kopi nutella boba okinawa kopi susu nutella,40000
cafe_drinks,boba,kopi panda boba,38000
cafe_drinks,boba,kopi pandan boba pandan iced latte,35000
cafe_drinks,boba,kopi sederhana boba,15000
cafe_drinks,boba,kopi susu + boba,24000
cafe_drinks,boba,kopi susu gula aren + boba+ jelly,15000
cafe_drinks,boba,kopi susu gula aren boba,15000
cafe_drinks,boba,kopi susu gula aren boba kopi susu gula aren + boba+ jelly,15000
cafe_drinks,boba,kopi susu sederhana boba,13500
cafe_drinks,boba,kopi susu sederhana boba kopi susu sederhana boba+ jelly,15000
cafe_drinks,boba,kopi susu sederhana boba+ jelly,15000
cafe_drinks,boba,kopi susu spesial gula aren boba,13500
cafe_drinks,boba,kosuren expreso + brown sugar + susu,15000
cafe_drinks,boba,lechy tea,12500
cafe_drinks,boba,leci boba,6000
cafe_drinks,boba,leci squash,12500
cafe_drinks,boba,leci yakult,15000
cafe_drinks,boba,lecy spesial mix yakult,16000
cafe_drinks,boba,lecy yakult yakult yang dipadukan,12000
cafe_drinks,boba,lemon beach kesegaran lemon,15850
cafe_drinks,boba,lemon bestea mix yakult rasakan kesegaran yg tiada tara,16500
cafe_drinks,boba,lemon bestea rasakan kesegaran yg tiada tara,13500
cafe_drinks,boba,lemon blue ocean,12500
cafe_drinks,boba,lemon blue sky,20000
cafe_drinks,boba,lemon blueocean boba,13500
cafe_drinks,boba,lemon blueocean mix,13500
cafe_drinks,boba,lemon caramel seorang sahabat,20000
cafe_drinks,boba,lemon cui 1 liter,100000
cafe_drinks,boba,lemon iced tea,15000
cafe_drinks,boba,lemon mojito mint,20000
cafe_drinks,boba,lemon ocean blue,12500
cafe_drinks,boba,lemon soda,20000
cafe_drinks,boba,lemon spesial mix yakult,16000
cafe_drinks,boba,lemon squas,12500
cafe_drinks,boba,lemon squas yakul,16000
cafe_drinks,boba,lemon squash,12500
cafe_drinks,boba,lemon squash,13500
cafe_drinks,boba,lemon squash boba,13500
cafe_drinks,boba,lemon strawberry fresh,20000
cafe_drinks,boba,lemon tea,12500
cafe_drinks,boba,lemon tea large,10000
cafe_drinks,boba,lemon tea large,14000
cafe_drinks,boba,lemon tea penyegar,10000
cafe_drinks,boba,lemon tea small,6500
cafe_drinks,boba,lemon yakult,15000
cafe_drinks,boba,lime squash,17000
cafe_drinks,boba,lime tea,15000
cafe_drinks,boba,lyche yuzu with boba cheese machiato boba lyche + yakult +cheese cream,17000
cafe_drinks,boba,lyche yuzu with boba ori machiato boba lyche + yakult + original cream,15000
cafe_drinks,boba,lychee bestea mix yakult rasakan kesegaran yg tiada tara,16500
cafe_drinks,boba,lychee bestea rasakan kesegaran yg tiada tara,13500
cafe_drinks,boba,lychee blueocean boba,13500
cafe_drinks,boba,lychee blueocean mix,12500
cafe_drinks,boba,lychee blueocean mix,13500
cafe_drinks,boba,lychee fruits syrup soda with yakult,46200
cafe_drinks,boba,lychee ice blended,22500
cafe_drinks,boba,lychee ice tea shaken lycee ice tea with lycee fruits,44000
cafe_drinks,boba,lychee iced tea,15000
cafe_drinks,boba,lychee milkshake,20000
cafe_drinks,boba,lychee milky last,15000
cafe_drinks,boba,lychee mojito minuman dingin dan menyegarkan,22000
cafe_drinks,boba,lychee ocean blue,12500
cafe_drinks,boba,lychee smoothies,25000
cafe_drinks,boba,lychee soda,20000
cafe_drinks,boba,lychee squash,12500
cafe_drinks,boba,lychee squash,13500
cafe_drinks,boba,lychee squash,17000
cafe_drinks,boba,lychee squash boba,13500
cafe_drinks,boba,lychee squash minuman bersoda,24500
cafe_drinks,boba,lychee syrup yakult dan jelly,10000
cafe_drinks,boba,lychee tea teh,20000
cafe_drinks,boba,lychee yakult,15000
cafe_drinks,boba,lychee yakult,16000
cafe_drinks,boba,lychee yakult ice rasa leci,17001
cafe_drinks,boba,lychee yakult lychee syrup yakult dan jelly,10000
cafe_drinks,boba,lychee yuzu cocktail lychee segar,22000
cafe_drinks,boba,lyhcee bestea rasakan kesegaran yg tiada tara,13500
cafe_drinks,boba,magnum boba magnum boba+ jelly + slasi,15000
cafe_drinks,boba,magnum boba+ jelly + slasi,15000
cafe_drinks,boba,magnum spesial almond boba,13500
cafe_drinks,boba,malaka kopi boba,13500
cafe_drinks,boba,mangga blue ocean,16500
cafe_drinks,boba,mangga large,19000
cafe_drinks,boba,mangga small,15000
cafe_drinks,boba,mangga squash,16500
cafe_drinks,boba,mangga yakult,15000
cafe_drinks,boba,mangga yakult,16000
cafe_drinks,boba,manggo,13000
cafe_drinks,boba,manggo boba,6000
cafe_drinks,boba,manggo milky last,15000
cafe_drinks,boba,manggo smoothie di buat dari buah mangga asli,15000
cafe_drinks,boba,manggo squash,17000
