date,master_category,target_daily_category_amount,transaction_count,avg_transaction_amount,daily_total_amount,category_share_of_day,day_of_week,day_of_month,month,week_of_year,year_month,is_weekend,is_payday,is_month_start,is_month_end,days_until_month_end,amount_lag_1,amount_lag_7,rolling_mean_7,rolling_sum_7,month_to_date_amount_before_today
2025-01-14,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,14,1,3,2025-01,0,0,0,0,17,0.0,0.0,9157.142857142857,64100.0,124700.0
2025-01-15,Kebutuhan Rumah & Mandi,14900.0,1.0,14900.0,103700.0,0.14368370298939248,2,15,1,3,2025-01,0,0,0,0,16,0.0,0.0,9157.142857142857,64100.0,124700.0
2025-01-16,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,97700.0,0.0,3,16,1,3,2025-01,0,0,0,0,15,14900.0,0.0,11285.714285714286,79000.0,139600.0
2025-01-17,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,17,1,3,2025-01,0,0,0,0,14,0.0,37900.0,11285.714285714286,79000.0,139600.0
2025-01-18,Kebutuhan Rumah & Mandi,39000.0,1.0,39000.0,127800.0,0.3051643192488263,5,18,1,3,2025-01,1,0,0,0,13,0.0,0.0,5871.428571428572,41100.0,139600.0
2025-01-19,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,6,19,1,3,2025-01,1,0,0,0,12,39000.0,26200.0,11442.857142857143,80100.0,178600.0
2025-01-20,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,20,1,4,2025-01,0,0,0,0,11,0.0,0.0,7700.0,53900.0,178600.0
2025-01-21,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,105800.0,0.0,1,21,1,4,2025-01,0,0,0,0,10,0.0,0.0,7700.0,53900.0,178600.0
2025-01-22,Kebutuhan Rumah & Mandi,25500.0,1.0,25500.0,114300.0,0.2230971128608924,2,22,1,4,2025-01,0,0,0,0,9,0.0,14900.0,7700.0,53900.0,178600.0
2025-01-23,Kebutuhan Rumah & Mandi,19900.0,1.0,19900.0,108700.0,0.18307267709291627,3,23,1,4,2025-01,0,0,0,0,8,25500.0,0.0,9214.285714285714,64500.0,204100.0
2025-01-24,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,24,1,4,2025-01,0,0,0,0,7,19900.0,0.0,12057.142857142857,84400.0,224000.0
2025-01-25,Kebutuhan Rumah & Mandi,9900.0,1.0,9900.0,140700.0,0.07036247334754797,5,25,1,4,2025-01,1,0,0,0,6,0.0,39000.0,12057.142857142857,84400.0,224000.0
2025-01-26,Kebutuhan Rumah & Mandi,65000.0,1.0,65000.0,153800.0,0.4226267880364109,6,26,1,4,2025-01,1,0,0,0,5,9900.0,0.0,7900.0,55300.0,233900.0
2025-01-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,27,1,5,2025-01,0,0,0,0,4,65000.0,0.0,17185.714285714286,120300.0,298900.0
2025-01-28,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,28,1,5,2025-01,0,0,0,0,3,0.0,0.0,17185.714285714286,120300.0,298900.0
2025-01-29,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,103700.0,0.0,2,29,1,5,2025-01,0,0,0,0,2,0.0,25500.0,17185.714285714286,120300.0,298900.0
2025-01-30,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,30,1,5,2025-01,0,0,0,0,1,0.0,19900.0,13542.857142857143,94800.0,298900.0
2025-01-31,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,31,1,5,2025-01,0,0,0,1,0,0.0,0.0,10700.0,74900.0,298900.0
2025-02-01,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1685067.0,0.0,5,1,2,5,2025-02,1,1,1,0,27,0.0,9900.0,10700.0,74900.0,0.0
2025-02-02,Kebutuhan Rumah & Mandi,15900.0,1.0,15900.0,104700.0,0.1518624641833811,6,2,2,5,2025-02,1,1,0,0,26,0.0,65000.0,9285.714285714286,65000.0,0.0
2025-02-03,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,93700.0,0.0,0,3,2,6,2025-02,0,1,0,0,25,15900.0,0.0,2271.4285714285716,15900.0,15900.0
2025-02-04,Kebutuhan Rumah & Mandi,70000.0,1.0,70000.0,158800.0,0.44080604534005036,1,4,2,6,2025-02,0,0,0,0,24,0.0,0.0,2271.4285714285716,15900.0,15900.0
2025-02-05,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,2,5,2,6,2025-02,0,0,0,0,23,70000.0,0.0,12271.42857142857,85900.0,85900.0
2025-02-06,Kebutuhan Rumah & Mandi,19900.0,1.0,19900.0,125600.0,0.15843949044585987,3,6,2,6,2025-02,0,0,0,0,22,0.0,0.0,12271.42857142857,85900.0,85900.0
2025-02-07,Kebutuhan Rumah & Mandi,6900.0,1.0,6900.0,95700.0,0.07210031347962383,4,7,2,6,2025-02,0,0,0,0,21,19900.0,0.0,15114.285714285714,105800.0,105800.0
2025-02-08,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,5,8,2,6,2025-02,1,0,0,0,20,6900.0,0.0,16100.0,112700.0,112700.0
2025-02-09,Kebutuhan Rumah & Mandi,8200.0,1.0,8200.0,97000.0,0.08453608247422681,6,9,2,6,2025-02,1,0,0,0,19,0.0,15900.0,16100.0,112700.0,112700.0
2025-02-10,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,10,2,7,2025-02,0,0,0,0,18,8200.0,0.0,15000.0,105000.0,120900.0
2025-02-11,Kebutuhan Rumah & Mandi,14900.0,1.0,14900.0,103700.0,0.14368370298939248,1,11,2,7,2025-02,0,0,0,0,17,0.0,70000.0,15000.0,105000.0,120900.0
2025-02-12,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,2,12,2,7,2025-02,0,0,0,0,16,14900.0,0.0,7128.571428571428,49900.0,135800.0
2025-02-13,Kebutuhan Rumah & Mandi,29000.0,1.0,29000.0,152800.0,0.18979057591623036,3,13,2,7,2025-02,0,0,0,0,15,0.0,19900.0,7128.571428571428,49900.0,135800.0
2025-02-14,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,14,2,7,2025-02,0,0,0,0,14,29000.0,6900.0,8428.57142857143,59000.0,164800.0
2025-02-15,Kebutuhan Rumah & Mandi,17900.0,1.0,17900.0,106700.0,0.16776007497656983,5,15,2,7,2025-02,1,0,0,0,13,0.0,0.0,7442.857142857143,52100.0,164800.0
2025-02-16,Kebutuhan Rumah & Mandi,45500.0,1.0,45500.0,134300.0,0.33879374534623974,6,16,2,7,2025-02,1,0,0,0,12,17900.0,8200.0,10000.0,70000.0,182700.0
2025-02-17,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,17,2,8,2025-02,0,0,0,0,11,45500.0,0.0,15328.57142857143,107300.0,228200.0
2025-02-18,Kebutuhan Rumah & Mandi,25800.0,1.0,25800.0,114600.0,0.225130890052356,1,18,2,8,2025-02,0,0,0,0,10,0.0,14900.0,15328.57142857143,107300.0,228200.0
2025-02-19,Kebutuhan Rumah & Mandi,14900.0,1.0,14900.0,103700.0,0.14368370298939248,2,19,2,8,2025-02,0,0,0,0,9,25800.0,0.0,16885.714285714286,118200.0,254000.0
2025-02-20,Kebutuhan Rumah & Mandi,60900.0,1.0,60900.0,149700.0,0.40681362725450904,3,20,2,8,2025-02,0,0,0,0,8,14900.0,29000.0,19014.285714285714,133100.0,268900.0
2025-02-21,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,104700.0,0.0,4,21,2,8,2025-02,0,0,0,0,7,60900.0,0.0,23571.428571428572,165000.0,329800.0
2025-02-22,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,5,22,2,8,2025-02,1,0,0,0,6,0.0,17900.0,23571.428571428572,165000.0,329800.0
2025-02-23,Kebutuhan Rumah & Mandi,7900.0,1.0,7900.0,134200.0,0.05886736214605067,6,23,2,8,2025-02,1,0,0,0,5,0.0,45500.0,21014.285714285714,147100.0,329800.0
2025-02-24,Kebutuhan Rumah & Mandi,5700.0,1.0,5700.0,112000.0,0.05089285714285714,0,24,2,9,2025-02,0,0,0,0,4,7900.0,0.0,15642.857142857143,109500.0,337700.0
2025-02-25,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,25,2,9,2025-02,0,0,0,0,3,5700.0,25800.0,16457.14285714286,115200.0,343400.0
2025-02-26,Kebutuhan Rumah & Mandi,70900.0,1.0,70900.0,159700.0,0.44395742016280526,2,26,2,9,2025-02,0,0,0,0,2,0.0,14900.0,12771.42857142857,89400.0,343400.0
2025-02-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,27,2,9,2025-02,0,0,0,0,1,70900.0,60900.0,20771.428571428572,145400.0,414300.0
2025-02-28,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,28,2,9,2025-02,0,0,0,1,0,0.0,0.0,12071.42857142857,84500.0,414300.0
2025-03-01,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1693067.0,0.0,5,1,3,9,2025-03,1,1,1,0,30,0.0,0.0,12071.42857142857,84500.0,0.0
2025-03-02,Kebutuhan Rumah & Mandi,279900.0,1.0,279900.0,378700.0,0.7391074729337206,6,2,3,9,2025-03,1,1,0,0,29,0.0,7900.0,12071.42857142857,84500.0,0.0
2025-03-03,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,97500.0,0.0,0,3,3,10,2025-03,0,1,0,0,28,279900.0,5700.0,50928.57142857143,356500.0,279900.0
2025-03-04,Kebutuhan Rumah & Mandi,17500.0,1.0,17500.0,106300.0,0.16462841015992474,1,4,3,10,2025-03,0,0,0,0,27,0.0,0.0,50114.28571428572,350800.0,279900.0
2025-03-05,Kebutuhan Rumah & Mandi,29000.0,1.0,29000.0,117800.0,0.2461799660441426,2,5,3,10,2025-03,0,0,0,0,26,17500.0,70900.0,52614.28571428572,368300.0,297400.0
2025-03-06,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,94400.0,0.0,3,6,3,10,2025-03,0,0,0,0,25,29000.0,0.0,46628.57142857143,326400.0,326400.0
2025-03-07,Kebutuhan Rumah & Mandi,27000.0,1.0,27000.0,115800.0,0.23316062176165803,4,7,3,10,2025-03,0,0,0,0,24,0.0,0.0,46628.57142857143,326400.0,326400.0
2025-03-08,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,99700.0,0.0,5,8,3,10,2025-03,1,0,0,0,23,27000.0,0.0,50485.71428571428,353400.0,353400.0
2025-03-09,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,116000.0,0.0,6,9,3,10,2025-03,1,0,0,0,22,0.0,279900.0,50485.71428571428,353400.0,353400.0
2025-03-10,Kebutuhan Rumah & Mandi,16000.0,1.0,16000.0,104800.0,0.15267175572519084,0,10,3,11,2025-03,0,0,0,0,21,0.0,0.0,10500.0,73500.0,353400.0
2025-03-11,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,11,3,11,2025-03,0,0,0,0,20,16000.0,17500.0,12785.714285714286,89500.0,369400.0
2025-03-12,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,113700.0,0.0,2,12,3,11,2025-03,0,0,0,0,19,0.0,29000.0,10285.714285714286,72000.0,369400.0
2025-03-13,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,13,3,11,2025-03,0,0,0,0,18,0.0,0.0,6142.857142857143,43000.0,369400.0
2025-03-14,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,14,3,11,2025-03,0,0,0,0,17,0.0,27000.0,6142.857142857143,43000.0,369400.0
2025-03-15,Kebutuhan Rumah & Mandi,8900.0,1.0,8900.0,97700.0,0.09109518935516889,5,15,3,11,2025-03,1,0,0,0,16,0.0,0.0,2285.714285714286,16000.0,369400.0
2025-03-16,Kebutuhan Rumah & Mandi,29900.0,1.0,29900.0,118700.0,0.2518955349620893,6,16,3,11,2025-03,1,0,0,0,15,8900.0,0.0,3557.1428571428573,24900.0,378300.0
2025-03-17,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,17,3,12,2025-03,0,0,0,0,14,29900.0,16000.0,7828.571428571428,54800.0,408200.0
2025-03-18,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,18,3,12,2025-03,0,0,0,0,13,0.0,0.0,5542.857142857143,38800.0,408200.0
2025-03-19,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,118800.0,0.0,2,19,3,12,2025-03,0,0,0,0,12,0.0,0.0,5542.857142857143,38800.0,408200.0
2025-03-20,Kebutuhan Rumah & Mandi,19400.0,1.0,19400.0,108200.0,0.17929759704251386,3,20,3,12,2025-03,0,0,0,0,11,0.0,0.0,5542.857142857143,38800.0,408200.0
2025-03-21,Kebutuhan Rumah & Mandi,22500.0,1.0,22500.0,111300.0,0.20215633423180593,4,21,3,12,2025-03,0,0,0,0,10,19400.0,0.0,8314.285714285714,58200.0,427600.0
2025-03-22,Kebutuhan Rumah & Mandi,27700.0,1.0,27700.0,127700.0,0.2169146436961629,5,22,3,12,2025-03,1,0,0,0,9,22500.0,8900.0,11528.57142857143,80700.0,450100.0
2025-03-23,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,6,23,3,12,2025-03,1,0,0,0,8,27700.0,29900.0,14214.285714285714,99500.0,477800.0
2025-03-24,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,164300.0,0.0,0,24,3,13,2025-03,0,0,0,0,7,0.0,0.0,9942.857142857143,69600.0,477800.0
2025-03-25,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,25,3,13,2025-03,0,0,0,0,6,0.0,0.0,9942.857142857143,69600.0,477800.0
2025-03-26,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,2,26,3,13,2025-03,0,0,0,0,5,0.0,0.0,9942.857142857143,69600.0,477800.0
2025-03-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,27,3,13,2025-03,0,0,0,0,4,0.0,19400.0,9942.857142857143,69600.0,477800.0
2025-03-28,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,104400.0,0.0,4,28,3,13,2025-03,0,0,0,0,3,0.0,22500.0,7171.428571428572,50200.0,477800.0
2025-03-29,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,101500.0,0.0,5,29,3,13,2025-03,1,0,0,0,2,0.0,27700.0,3957.1428571428573,27700.0,477800.0
2025-03-30,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,108300.0,0.0,6,30,3,13,2025-03,1,0,0,0,1,0.0,0.0,0.0,0.0,477800.0
2025-03-31,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,31,3,14,2025-03,0,0,0,1,0,0.0,0.0,0.0,0.0,477800.0
2025-04-01,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1698567.0,0.0,1,1,4,14,2025-04,0,1,1,0,29,0.0,0.0,0.0,0.0,0.0
2025-04-02,Kebutuhan Rumah & Mandi,149900.0,1.0,149900.0,272500.0,0.550091743119266,2,2,4,14,2025-04,0,1,0,0,28,0.0,0.0,0.0,0.0,0.0
2025-04-03,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,3,4,14,2025-04,0,1,0,0,27,149900.0,0.0,21414.285714285714,149900.0,149900.0
2025-04-04,Kebutuhan Rumah & Mandi,37400.0,1.0,37400.0,131100.0,0.28527841342486654,4,4,4,14,2025-04,0,0,0,0,26,0.0,0.0,21414.285714285714,149900.0,149900.0
2025-04-05,Kebutuhan Rumah & Mandi,121900.0,1.0,121900.0,210700.0,0.5785476981490271,5,5,4,14,2025-04,1,0,0,0,25,37400.0,0.0,26757.14285714286,187300.0,187300.0
2025-04-06,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,6,6,4,14,2025-04,1,0,0,0,24,121900.0,0.0,44171.42857142857,309200.0,309200.0
2025-04-07,Kebutuhan Rumah & Mandi,49900.0,1.0,49900.0,138700.0,0.3597692862292718,0,7,4,15,2025-04,0,0,0,0,23,0.0,0.0,44171.42857142857,309200.0,309200.0
2025-04-08,Kebutuhan Rumah & Mandi,14500.0,1.0,14500.0,103300.0,0.1403678606001936,1,8,4,15,2025-04,0,0,0,0,22,49900.0,0.0,51300.0,359100.0,359100.0
2025-04-09,Kebutuhan Rumah & Mandi,29000.0,1.0,29000.0,137700.0,0.21060275962236746,2,9,4,15,2025-04,0,0,0,0,21,14500.0,149900.0,53371.42857142857,373600.0,373600.0
2025-04-10,Kebutuhan Rumah & Mandi,29500.0,1.0,29500.0,118300.0,0.24936601859678784,3,10,4,15,2025-04,0,0,0,0,20,29000.0,0.0,36100.0,252700.0,402600.0
2025-04-11,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,11,4,15,2025-04,0,0,0,0,19,29500.0,37400.0,40314.28571428572,282200.0,432100.0
2025-04-12,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,5,12,4,15,2025-04,1,0,0,0,18,0.0,121900.0,34971.42857142857,244800.0,432100.0
2025-04-13,Kebutuhan Rumah & Mandi,25500.0,1.0,25500.0,163300.0,0.15615431720759337,6,13,4,15,2025-04,1,0,0,0,17,0.0,0.0,17557.14285714286,122900.0,432100.0
2025-04-14,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,14,4,16,2025-04,0,0,0,0,16,25500.0,49900.0,21200.0,148400.0,457600.0
2025-04-15,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,96300.0,0.0,1,15,4,16,2025-04,0,0,0,0,15,0.0,14500.0,14071.42857142857,98500.0,457600.0
2025-04-16,Kebutuhan Rumah & Mandi,19800.0,1.0,19800.0,108600.0,0.18232044198895028,2,16,4,16,2025-04,0,0,0,0,14,0.0,29000.0,12000.0,84000.0,457600.0
2025-04-17,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,17,4,16,2025-04,0,0,0,0,13,19800.0,29500.0,10685.714285714286,74800.0,477400.0
2025-04-18,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,103700.0,0.0,4,18,4,16,2025-04,0,0,0,0,12,0.0,0.0,6471.428571428572,45300.0,477400.0
2025-04-19,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,177700.0,0.0,5,19,4,16,2025-04,1,0,0,0,11,0.0,0.0,6471.428571428572,45300.0,477400.0
2025-04-20,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,6,20,4,16,2025-04,1,0,0,0,10,0.0,25500.0,6471.428571428572,45300.0,477400.0
2025-04-21,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,110700.0,0.0,0,21,4,17,2025-04,0,0,0,0,9,0.0,0.0,2828.5714285714284,19800.0,477400.0
2025-04-22,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,22,4,17,2025-04,0,0,0,0,8,0.0,0.0,2828.5714285714284,19800.0,477400.0
2025-04-23,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,2,23,4,17,2025-04,0,0,0,0,7,0.0,19800.0,2828.5714285714284,19800.0,477400.0
2025-04-24,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,98800.0,0.0,3,24,4,17,2025-04,0,0,0,0,6,0.0,0.0,0.0,0.0,477400.0
2025-04-25,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,101100.0,0.0,4,25,4,17,2025-04,0,0,0,0,5,0.0,0.0,0.0,0.0,477400.0
2025-04-26,Kebutuhan Rumah & Mandi,13500.0,1.0,13500.0,102300.0,0.13196480938416422,5,26,4,17,2025-04,1,0,0,0,4,0.0,0.0,0.0,0.0,477400.0
2025-04-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,6,27,4,17,2025-04,1,0,0,0,3,13500.0,0.0,1928.5714285714287,13500.0,490900.0
2025-04-28,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,103000.0,0.0,0,28,4,18,2025-04,0,0,0,0,2,0.0,0.0,1928.5714285714287,13500.0,490900.0
2025-04-29,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,109700.0,0.0,1,29,4,18,2025-04,0,0,0,0,1,0.0,0.0,1928.5714285714287,13500.0,490900.0
2025-04-30,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,2,30,4,18,2025-04,0,0,0,1,0,0.0,0.0,1928.5714285714287,13500.0,490900.0
2025-05-01,Kebutuhan Rumah & Mandi,24900.0,1.0,24900.0,1744867.0,0.014270428634388753,3,1,5,18,2025-05,0,1,1,0,30,0.0,0.0,1928.5714285714287,13500.0,0.0
2025-05-02,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,2,5,18,2025-05,0,1,0,0,29,24900.0,0.0,5485.714285714285,38400.0,24900.0
2025-05-03,Kebutuhan Rumah & Mandi,14900.0,1.0,14900.0,103700.0,0.14368370298939248,5,3,5,18,2025-05,1,1,0,0,28,0.0,13500.0,5485.714285714285,38400.0,24900.0
2025-05-04,Kebutuhan Rumah & Mandi,28900.0,1.0,28900.0,117700.0,0.24553950722175022,6,4,5,18,2025-05,1,0,0,0,27,14900.0,0.0,5685.714285714285,39800.0,39800.0
2025-05-05,Kebutuhan Rumah & Mandi,110000.0,1.0,110000.0,198800.0,0.5533199195171026,0,5,5,19,2025-05,0,0,0,0,26,28900.0,0.0,9814.285714285714,68700.0,68700.0
2025-05-06,Kebutuhan Rumah & Mandi,23700.0,1.0,23700.0,112500.0,0.21066666666666667,1,6,5,19,2025-05,0,0,0,0,25,110000.0,0.0,25528.571428571428,178700.0,178700.0
2025-05-07,Kebutuhan Rumah & Mandi,45000.0,1.0,45000.0,133800.0,0.336322869955157,2,7,5,19,2025-05,0,0,0,0,24,23700.0,0.0,28914.285714285714,202400.0,202400.0
2025-05-08,Kebutuhan Rumah & Mandi,49900.0,1.0,49900.0,156200.0,0.31946222791293216,3,8,5,19,2025-05,0,0,0,0,23,45000.0,24900.0,35342.857142857145,247400.0,247400.0
2025-05-09,Kebutuhan Rumah & Mandi,8900.0,1.0,8900.0,100900.0,0.08820614469772052,4,9,5,19,2025-05,0,0,0,0,22,49900.0,0.0,38914.28571428572,272400.0,297300.0
2025-05-10,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,5,10,5,19,2025-05,1,0,0,0,21,8900.0,14900.0,40185.71428571428,281300.0,306200.0
2025-05-11,Kebutuhan Rumah & Mandi,21500.0,1.0,21500.0,110300.0,0.19492293744333636,6,11,5,19,2025-05,1,0,0,0,20,0.0,28900.0,38057.142857142855,266400.0,306200.0
2025-05-12,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,12,5,20,2025-05,0,0,0,0,19,21500.0,110000.0,37000.0,259000.0,327700.0
2025-05-13,Kebutuhan Rumah & Mandi,25800.0,1.0,25800.0,114600.0,0.225130890052356,1,13,5,20,2025-05,0,0,0,0,18,0.0,23700.0,21285.714285714286,149000.0,327700.0
2025-05-14,Kebutuhan Rumah & Mandi,40900.0,1.0,40900.0,129700.0,0.315343099460293,2,14,5,20,2025-05,0,0,0,0,17,25800.0,45000.0,21585.714285714286,151100.0,353500.0
2025-05-15,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,15,5,20,2025-05,0,0,0,0,16,40900.0,49900.0,21000.0,147000.0,394400.0
2025-05-16,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,16,5,20,2025-05,0,0,0,0,15,0.0,8900.0,13871.42857142857,97100.0,394400.0
2025-05-17,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,5,17,5,20,2025-05,1,0,0,0,14,0.0,0.0,12600.0,88200.0,394400.0
2025-05-18,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,6,18,5,20,2025-05,1,0,0,0,13,0.0,21500.0,12600.0,88200.0,394400.0
2025-05-19,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,19,5,21,2025-05,0,0,0,0,12,0.0,0.0,9528.57142857143,66700.0,394400.0
2025-05-20,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,20,5,21,2025-05,0,0,0,0,11,0.0,25800.0,9528.57142857143,66700.0,394400.0
2025-05-21,Kebutuhan Rumah & Mandi,29900.0,1.0,29900.0,118700.0,0.2518955349620893,2,21,5,21,2025-05,0,0,0,0,10,0.0,40900.0,5842.857142857143,40900.0,394400.0
