source,raw_category,raw_subcategory,product_name_raw,price,product_clean,price_missing,has_price,Master_Category,Macro_Category,raw_category_refined,drop_reason
alfagift,kebutuhan dapur,bahan masakan,MamaSuka Delisaos Saus Sambal Ekstra Pedas Hot Lava Volcano Botol 260 ml,17200.0,mamasuka delisaos saus sambal ekstra pedas hot lava volcano botol 260 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Saori Saus Oriental Lada Hitam Botol 133 ml,10900.0,saori saus oriental lada hitam botol 133 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Koepoe Koepoe Lada Putih Bubuk Bumbu Dapur 85 g,30900.0,koepoe koepoe lada putih bubuk bumbu dapur 85 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,La Fonte Chicken Bolognese Saus Pasta 290 g,17900.0,la fonte chicken bolognese saus pasta 290 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kereta Kencana Beras Premium 5 kg,74500.0,kereta kencana beras premium 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,SUS Gula Pasir Lokal 1 kg,17500.0,sus gula pasir lokal 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Tepung Bumbu Serbaguna Hot & Spicy 210 g,7700.0,sasa tepung bumbu serbaguna hot & spicy 210 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,La Fonte Saus Pasta Carbonara 315 g,21500.0,la fonte saus pasta carbonara 315 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Pasta Carbonara Keju 180 g,19700.0,del monte saus pasta carbonara keju 180 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Maggi Magic Lezat Bumbu Penyedap Rasa Serbaguna 80 g,6400.0,maggi magic lezat bumbu penyedap rasa serbaguna 80 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Extra Pedas Pouch 380 g,19800.0,abc sambal extra pedas pouch 380 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Dua Belibis Saus Cabai Botol 135 ml,7900.0,dua belibis saus cabai botol 135 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Dua Belibis Saus Cabe Botol 335 ml,18400.0,dua belibis saus cabe botol 335 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Sambal Ekstra Pedas Botol 135 ml,5800.0,del monte saus sambal ekstra pedas botol 135 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Dua Belibis Saus Cabe Pedas Lada Botol 235 ml,12800.0,dua belibis saus cabe pedas lada botol 235 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Tepung Bumbu Serbaguna Original 210 g,7700.0,sasa tepung bumbu serbaguna original 210 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Tepung Bumbu Ala Kentucky Ayam Krispi 200 g,7700.0,sasa tepung bumbu ala kentucky ayam krispi 200 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Bumbu Kaldu Penyedap Rasa Ayam 94 g,6300.0,royco bumbu kaldu penyedap rasa ayam 94 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Bumbu Instan Ayam Saus Telur Asin 22 g,8300.0,royco bumbu instan ayam saus telur asin 22 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sedaap Bumbu Kaldu Rasa Sapi 250 g,8900.0,sedaap bumbu kaldu rasa sapi 250 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,GMP Gula Pasir Kristal Putih 1 kg,17500.0,gmp gula pasir kristal putih 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Racik Tepung Bumbu Serbaguna 210 g,6800.0,racik tepung bumbu serbaguna 210 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Maggi Saus Tiram Botol 150 g,10100.0,maggi saus tiram botol 150 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Tepung Bumbu Bakwan Spesial 210 g,7700.0,sasa tepung bumbu bakwan spesial 210 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Ajinomoto Umami Bumbu Penyedap Rasa MSG 250 g,16000.0,ajinomoto umami bumbu penyedap rasa msg 250 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sedaap Bumbu Kaldu Rasa Ayam 250 g,8900.0,sedaap bumbu kaldu rasa ayam 250 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Iboe Toetiek Sambal Bayi Cumi 130 g,,iboe toetiek sambal bayi cumi 130 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,S&B Golden Curry Bumbu Kari Japanese Mix Sauce Mild 92 g,,s&b golden curry bumbu kari japanese mix sauce mild 92 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Raja Platinum Beras Super 10 kg,,raja platinum beras super 10 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Harumas Beras Premium 5 kg,,harumas beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Sambal Ekstra Pedas Refill 1 kg,23500.0,del monte sambal ekstra pedas refill 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Tomat Refill 1 kg,18500.0,del monte saus tomat refill 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Saus Tiram Botol 135 ml,11300.0,royco saus tiram botol 135 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Pronas Saus Spageti Bolognese Sapi Pouch 315 g,19900.0,pronas saus spageti bolognese sapi pouch 315 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Racik Bumbu Instan Ayam Goreng 25 g,2300.0,indofood racik bumbu instan ayam goreng 25 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sajiku Bumbu Instan Nasi Goreng Ayam 20 g,2400.0,sajiku bumbu instan nasi goreng ayam 20 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Sambal Ekstra Pedas 275 ml,13900.0,indofood sambal ekstra pedas 275 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sajiku Tepung Bumbu Serbaguna 210 g,8200.0,sajiku tepung bumbu serbaguna 210 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Gula Pasir Lokal 1 kg,17500.0,alfamart gula pasir lokal 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Gula Pasir Lokal Putih 1 kg,17500.0,alfamart gula pasir lokal putih 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Racik Bumbu Spesial Rendang 50 g,7100.0,indofood racik bumbu spesial rendang 50 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Rose Brand Gula Pasir Kristal Putih Premium 1 kg,17500.0,rose brand gula pasir kristal putih premium 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,PSM Gula Pasir Kristal Putih Premium 1 kg,17500.0,psm gula pasir kristal putih premium 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,GulaVit PIR Gula Pasir Kristal Putih Bervitamin C & D 1 kg,17500.0,gulavit pir gula pasir kristal putih bervitamin c & d 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Tomat Botol 265 ml,12200.0,del monte saus tomat botol 265 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Saori Saus Oriental Saus Tiram 133 ml,13300.0,saori saus oriental saus tiram 133 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Ekstra Pedas Botol 270 ml,16600.0,abc sambal ekstra pedas botol 270 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Dua Belibis Saus Cabai Botol 235 ml,16900.0,dua belibis saus cabai botol 235 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Bumbu Lumur Ayam Spesial 26 g,2500.0,sasa bumbu lumur ayam spesial 26 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Super Crispy Tepung Bumbu Kentucky 200 g,7500.0,kobe super crispy tepung bumbu kentucky 200 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Spageti Refill 250 g,9500.0,del monte saus spageti refill 250 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Beras Setra Ramos 5 kg,74500.0,alfamart beras setra ramos 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Saori Saus Oriental Saus Tiram Botol 270 ml,23500.0,saori saus oriental saus tiram botol 270 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Sambal Pedas Dahsyat Botol 275 ml,15300.0,indofood sambal pedas dahsyat botol 275 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lahap Beras Premium 5 kg,,lahap beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Selancar Beras 5 kg,,selancar beras 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Mentari Beras 5 kg,,mentari beras 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,FS Gula Kristal Putih 1kg,,fs gula kristal putih 1kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sugaro Gula Pasir Kristal Putih 1 kg,,sugaro gula pasir kristal putih 1 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Tabasco Saus Pedas Red Pepper 60 ml,54900.0,tabasco saus pedas red pepper 60 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,SUS Gula Pasir Lokal Kuning 1 kg,17500.0,sus gula pasir lokal kuning 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Cap Anak Raja Beras Pulen 5 kg,74500.0,cap anak raja beras pulen 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Gulaku Gula Pasir Tebu Premium 1 kg,17500.0,gulaku gula pasir tebu premium 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sania Beras Premium 5 kg,74500.0,sania beras premium 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Gulaku Gula Pasir Tebu Kuning 1 kg,17500.0,gulaku gula pasir tebu kuning 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Hok-1 Beras Premium 5 kg,74500.0,hok-1 beras premium 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Raja Ultima Beras Premium 5 kg,74500.0,raja ultima beras premium 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Raja Platinum Beras Slyp Super 5 kg,74500.0,raja platinum beras slyp super 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Anak Raja Beras Pulen Wangi Fortifikasi Premium 5 kg,95000.0,anak raja beras pulen wangi fortifikasi premium 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Selera Bumbu Instan Ayam Goreng Lengkuas 80 g,3300.0,kobe selera bumbu instan ayam goreng lengkuas 80 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Tepung Bumbu Bakwan Kress 200 g,7500.0,kobe tepung bumbu bakwan kress 200 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Asli Botol 270 ml,16700.0,abc sambal asli botol 270 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Ekstra Pedas Botol 130 ml,8200.0,abc sambal ekstra pedas botol 130 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe BonCabe Sambal Tabur Original Level 15 45 g,9800.0,kobe boncabe sambal tabur original level 15 45 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Tiram Botol 145 g,12200.0,lee kum kee saus tiram botol 145 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Bumbu Kari Jepang Original 40 g,7400.0,sasa bumbu kari jepang original 40 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Racik Bumbu Spesial Opor Ayam 45 g,7100.0,indofood racik bumbu spesial opor ayam 45 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Bumbu Ungkep Ayam Kalasan 33 g,2000.0,sasa bumbu ungkep ayam kalasan 33 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Barbekiu Refill 250 g,11300.0,del monte saus barbekiu refill 250 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Rasa Masa Bumbu Masak Instan Nusantara Rendang 50 g,5500.0,rasa masa bumbu masak instan nusantara rendang 50 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Bumbu Nasi Goreng Super Pedas 20 g,2700.0,kobe bumbu nasi goreng super pedas 20 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Dua Belibis Saus Cabe Ekstra Pedas Botol 235 ml,19800.0,dua belibis saus cabe ekstra pedas botol 235 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Masako Bumbu Kaldu Penyedap Rasa Ayam 250 g,11900.0,masako bumbu kaldu penyedap rasa ayam 250 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Masako Bumbu Kaldu Penyedap Rasa Sapi 250 g,9000.0,masako bumbu kaldu penyedap rasa sapi 250 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Ketchup Saus Tomat Sachet 24 x 8 g,5300.0,del monte ketchup saus tomat sachet 24 x 8 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sajiku Bumbu Instan Nasi Goreng Pedas 20 g,2300.0,sajiku bumbu instan nasi goreng pedas 20 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Uleg Sambal Terasi 10 x 17 g,16800.0,uleg sambal terasi 10 x 17 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Mayumi Saus Mayones Original 100 g,8500.0,mayumi saus mayones original 100 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Bumbu Aduk Nasi Uduk 3 x 15 g,7500.0,kobe bumbu aduk nasi uduk 3 x 15 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Tiram Sachet 30 g,2600.0,lee kum kee saus tiram sachet 30 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Masako Bumbu Kaldu Rasa Jamur Sachet 40 g,4300.0,masako bumbu kaldu rasa jamur sachet 40 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Mayumi Saus Mayones Pedas 100 g,7000.0,mayumi saus mayones pedas 100 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Racik Bumbu Instan Nasi Goreng Spesial Sosis 3 x 20 g,5900.0,indofood racik bumbu instan nasi goreng spesial sosis 3 x 20 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Asli Botol 130 ml,8200.0,abc sambal asli botol 130 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Racik Bumbu Instan Sayur Asem 33 g,2300.0,indofood racik bumbu instan sayur asem 33 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Racik Bumbu Spesial Gulai 45 g,7100.0,indofood racik bumbu spesial gulai 45 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Extreme Pedas Botol 270 ml,17500.0,abc sambal extreme pedas botol 270 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Rasa Masa Bumbu Masak Instan Nusantara Opor Ayam 40 g,3900.0,rasa masa bumbu masak instan nusantara opor ayam 40 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Sambal Ekstra Pedas Botol 335 ml,17400.0,indofood sambal ekstra pedas botol 335 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Saus Sambal Ekstra Pedas Sachet 24 pcs,6900.0,sasa saus sambal ekstra pedas sachet 24 pcs,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Bumbu Aduk Nasi Kuning 3 x 15 g,7500.0,kobe bumbu aduk nasi kuning 3 x 15 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Sambal Ekstra Pedas Botol 275 ml,16300.0,sasa sambal ekstra pedas botol 275 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Nusantara Sambal Terasi 10 x 18 g,13500.0,abc nusantara sambal terasi 10 x 18 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Racik Bumbu Spesial Kare 45 g,6800.0,indofood racik bumbu spesial kare 45 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Saori Saus Oriental Saus Teriyaki Botol 135 ml,10900.0,saori saus oriental saus teriyaki botol 135 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Rasa Masa Bumbu Masak Instan Nusantara Gulai Ayam 40 g,3900.0,rasa masa bumbu masak instan nusantara gulai ayam 40 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Beras Merah 2 kg,44500.0,alfamart beras merah 2 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe BonCabe Max End Sambal Tabur Level 50 Botol 30 g,16700.0,kobe boncabe max end sambal tabur level 50 botol 30 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Saori Saus Oriental Saus Tiram 23 ml,3500.0,saori saus oriental saus tiram 23 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Sambal Bangkok Botol 335 ml,19000.0,indofood sambal bangkok botol 335 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Putri Batik Beras Premium 5 kg,,putri batik beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
